SpeechID_PK,PlayID_FK,CharacterID_FK,Character_name,Speech_towards,Speech_Lines
S1004867,P004,C0022,BASSET,,They may be.
S1004869,P004,C0022,BASSET,,Tomorrow.
S1004871,P004,C0022,BASSET,,No.
S1004873,P004,C0022,BASSET,,She can’t be contacted.
S1004881,P004,C0022,BASSET,,I’m not against it.
S1004885,P004,C0022,BASSET,,(with the thermometer in his mouth) Me arteries won’t let the blood through.
S1004887,P004,C0022,BASSET,,"Besides that, I don’t smell. Do I?"
S1004891,P004,C0022,BASSET,,No.
S1004893,P004,C0022,BASSET,,I threw it away.
S1004894,P004,C0022,BASSET,,I can’t think clearly.
S1004896,P004,C0022,BASSET,,Out of the window.
S1005337,P005,C0030,PRENTICE,,(turning at the desk) Take a seat. Is this your first job?
S1005338,P005,C0030,PRENTICE,,"(picking up a pencil) I’m going to ask you a few questions. (He hands her a notebook and pencil.) Write them down. In English, please. (He returns to his desk, sits, smiles.) Who was your father? Put that at the head of the page."
S1005340,P005,C0030,PRENTICE,,"I’d better be frank, Miss Barclay. I can’t employ you if you’re in any way miraculous. It would be contrary to established practice. You did have a father?"
S1005342,P005,C0030,PRENTICE,,If you had a father why can’t you produce him?
S1005344,P005,C0030,PRENTICE,,(shrewdly) Was she a nun?
S1005346,P005,C0030,PRENTICE,,"Pass that large, leather-bound volume, will you? I must check your story. To safeguard my interests, you understand?"
S1005348,P005,C0030,PRENTICE,,"(opening the book, running his finger down the page.) Ah, here we are! It’s a building of small architectural merit built for some unknown purpose at the turn of the century. It was converted into a hotel by public subscription. (He nods, wisely.) I stayed there once myself as a young man. It has a reputation for luxury which baffles the most undemanding guest. (He closes the book with a bang and pushes it to one side.) Your story appears, in the main, to be correct. This admirable volume, of course, omits most of the details. But that is only to be expected in a publication of wide general usage. (He puts on his spectacles.) Make a note to the effect that your father is missing. Say nothing of the circumstances. It might influence my final decision."
S1005349,P005,C0030,PRENTICE,,Is your mother alive? Or has she too unaccountably vanished? That is a trick question. Be careful – you could lose marks on your final scoring.
S1005351,P005,C0030,PRENTICE,,From what cause?
S1005353,P005,C0030,PRENTICE,,Have you applied for compensation?
S1005355,P005,C0030,PRENTICE,,Were there no other victims of the disaster?
S1005357,P005,C0030,PRENTICE,,Which parts?
S1005359,P005,C0030,PRENTICE,,Surely the Churchill family did that?
S1005361,P005,C0030,PRENTICE,,You’ve had a unique experience. It’s not everyone has their step-mother assassinated by the North Thames Gas Board.
S1005363,P005,C0030,PRENTICE,,"Your caution does you credit, my dear. (He smiles in a kindly fashion.) Now, I have to ask a question which may cause you embarrassment. Please remember that I’m a doctor. (Pause.) What is your shorthand speed?"
S1005365,P005,C0030,PRENTICE,,And your typing speed?
S1005367,P005,C0030,PRENTICE,,Perhaps you have other qualities which aren’t immediately apparent. Lie on that couch.
S1005369,P005,C0030,PRENTICE,,Never ask questions. That is the first lesson a secretary must learn. (He pulls aside the curtains on the couch.) And kindly remove your stockings. I wish to see what effect your step-mother’s death had upon your legs.
S1005371,P005,C0030,PRENTICE,,"Have no fear, Miss Barclay. What I see upon the couch isn’t a lovely and desirable girl. It’s a sick mind in need of psychiatric treatment. The body is of no interest to a man of my stamp. A woman once threw herself at me. I needn’t tell you that this is spoken in confidence. She was stark naked. She wished me to misbehave myself. And, d’you know, all I was conscious of was that she had a malformed navel? That’s how much notice I take of women’s bodies."
S1005373,P005,C0030,PRENTICE,,As I thought. You’ve a febrile condition of the calves. You’re quite wise to have a check-up. (He straightens and takes off his spectacles.) Undress.
S1005375,P005,C0030,PRENTICE,,I shall take account of your inexperience in these matters.
S1005377,P005,C0030,PRENTICE,,I shall wear rubber gloves.
S1005379,P005,C0030,PRENTICE,,If your reactions are normal you’ll be back on your feet in next to no time.
S1005381,P005,C0030,PRENTICE,,The chapter dealing with medical examinations may have been omitted from the text.
S1005383,P005,C0030,PRENTICE,,"Your concern is well-founded, Miss Barclay. Our educational system needs thoroughly looking into. Speak to your headmistress at her next ‘old girls’ get-together’."
S1005385,P005,C0030,PRENTICE,,Mrs PRENTICE
S1005387,P005,C0030,PRENTICE,,"I haven’t the patience, my dear. I’ve a natural tendency to rush things. I won’t trouble you with the details of my private life till you’re dressed."
S1005388,P005,C0030,PRENTICE,,Put your clothes on the chair provided.
S1005390,P005,C0030,PRENTICE,,"My wife is a nymphomaniac. Consequently, like the Holy Grail, she’s ardently sought after by young men. I married her for her money and, upon discovering her to be penniless, I attempted to throttle her. She escaped my murderous fury and I’ve had to live with her malice ever since."
S1005391,P005,C0030,PRENTICE,,"Well, my dear, if it’ll give you any pleasure you can test my new contraceptive device."
S1005392,P005,C0030,PRENTICE,,"(with an indulgent, superior smile) Lie on the couch with your hands behind your head and think of the closing chapters of your favourite work of fiction. The rest may be left to me."
S1005396,P005,C0030,PRENTICE,,"(flushing, guilty) I must ask you not to enter my consulting-room without warning. You’re interrupting my studies."
S1005399,P005,C0030,PRENTICE,,I was dictating a message to Matron. She’s worried by her inability to control her bladder.
S1005401,P005,C0030,PRENTICE,,My theory is still in the planning stage. I’d rather not discuss it.
S1005403,P005,C0030,PRENTICE,,Why have you returned? You know I can’t endure the torment of being in your company.
S1005407,P005,C0030,PRENTICE,,"Well, I’m sure you’re the best judge of that."
S1005428,P005,C0030,PRENTICE,,(to Nick) She’ll be sodden before long. (He puts the case down.)
S1005430,P005,C0030,PRENTICE,,"No. My wife said breast-feeding would spoil her shape. Though, from what I remember, it would’ve been improved by a little nibbling."
S1005432,P005,C0030,PRENTICE,,"She’s an example of in-breeding among the lobelia-growing classes. A failure in eugenics, combined with a taste for alcohol and sexual intercourse, makes it most undesirable for her to become a mother."
S1005434,P005,C0030,PRENTICE,,You were born with your legs apart. They’ll send you to the grave in a Y-shaped coffin.
S1005436,P005,C0030,PRENTICE,,(stuffily) I never take pills.
S1005438,P005,C0030,PRENTICE,,How dare you say that! Your book on the climax in the female is largely autobiographical. (Pause. He stares.) Or have you been masquerading as a sexually responsive woman?
S1005440,P005,C0030,PRENTICE,,(looking after her) What a discovery! Married to a mistress of the fraudulent climax. (He pours himself a drink.)
S1005441,P005,C0030,PRENTICE,,As a psychiatrist I do all I can to bring estranged couples together. (He presses money into Nick’s hand.) Don’t hesitate to call on me if you’re mentally disturbed.
S1005442,P005,C0030,PRENTICE,,"It’s no good lying there, Miss Barclay. My wife has returned."
S1005444,P005,C0030,PRENTICE,,The examination is cancelled until further notice. (He picks up the underclothes from the chair.) Get dressed!
S1005447,P005,C0030,PRENTICE,,Yes. I’ve got her particulars somewhere.
S1005450,P005,C0030,PRENTICE,,A man could never get used to the work.
S1005452,P005,C0030,PRENTICE,,I couldn’t ask a young fellow to do overtime and then palm him off with a lipstick or a bottle of Yardley’s. It’d be silk suits and Alfa Romeos if I so much as breathed on him.
S1005454,P005,C0030,PRENTICE,,What will become of Miss Barclay? I’ve already given her a preliminary interview.
S1005458,P005,C0030,PRENTICE,,(pause) It’s an old one of yours.
S1005460,P005,C0030,PRENTICE,,Our marriage is like the peace of God – it passeth all understanding.
S1005463,P005,C0030,PRENTICE,,(reluctant) May I have the one you’re wearing in exchange?
S1005465,P005,C0030,PRENTICE,,Why aren’t you wearing a dress? Are you following some extreme fashion?
S1005467,P005,C0030,PRENTICE,,It doesn’t sound the kind of behaviour one expects at a four-star hotel.
S1005469,P005,C0030,PRENTICE,,(joining her at the desk) Do you realize what would happen if your adventures became public? I’d be ruined. The doors of London society would be slammed in my face. (He pours a whisky.) Did you inform the authorities of this escapade?
S1005471,P005,C0030,PRENTICE,,Why not?
S1005473,P005,C0030,PRENTICE,,IS there a market for illegal entRANCE
S1005475,P005,C0030,PRENTICE,,What other qualifications has he?
S1005477,P005,C0030,PRENTICE,,There aren’t many jobs for male typists.
S1005479,P005,C0030,PRENTICE,,How do you hope to employ him?
S1005481,P005,C0030,PRENTICE,,She’s upstairs.
S1005483,P005,C0030,PRENTICE,,"Could I borrow one of your dresses for a while, my dear?"
S1005485,P005,C0030,PRENTICE,,"She’ll bring my grey hairs in sorrow to the grave. (He goes to the couch, pulls curtain aside, and looks through.) Miss Barclay – the present situation is fraught with danger my wife is under the impression that your dress belongs to her."
S1005487,P005,C0030,PRENTICE,,I’m afraid that is impossible. You must be patient for a little longer.
S1005489,P005,C0030,PRENTICE,,"(a tremor passing across his face) Indeed I do, Miss Barclay. I’m sure it must cause you acute embarrassment. I’ll set about finding you suitable clothing."
S1005490,P005,C0030,PRENTICE,,Yes. Have you an appointment?
S1005492,P005,C0030,PRENTICE,,Yes. But it’s highly confidential. My files are never open to strangers.
S1005494,P005,C0030,PRENTICE,,"(worried, taking off his spectacles) Which branch?"
S1005496,P005,C0030,PRENTICE,,Do you cover asylums proper? Or just houses of tentative madness?
S1005498,P005,C0030,PRENTICE,,You’re obviously a force to be reckoned with.
S1005500,P005,C0030,PRENTICE,,(swallowing drink) Yes.
S1005502,P005,C0030,PRENTICE,,Yes. (He pours another whisky.) We have him here as a patient from time to time.
S1005503,P005,C0030,PRENTICE,,No. It’s perfectly useless for anything – except to let light in.
S1005504,P005,C0030,PRENTICE,,(with a wary smile) I do double consultations. Toddlers are often terrified of a doctor. So I’ve taken to examining their mothers at the same time.
S1005506,P005,C0030,PRENTICE,,I don’t approve of scientists who publicize their theories.
S1005509,P005,C0030,PRENTICE,,"It’s a prescription, sir."
S1005510,P005,C0030,PRENTICE,,I can claim to have had some success with it.
S1005512,P005,C0030,PRENTICE,,"She’s a patient, sir. I’d just managed to calm her down when you arrived."
S1005514,P005,C0030,PRENTICE,,Yes.
S1005516,P005,C0030,PRENTICE,,"Miss Barclay, a gentleman wishes to speak to you."
S1005517,P005,C0030,PRENTICE,,"(coolly, to Dr Rance) Notice the obstinacy with which she clings to her suburban upbringing."
S1005519,P005,C0030,PRENTICE,,No.
S1005521,P005,C0030,PRENTICE,,The committal order hasn’t yet been signed.
S1005525,P005,C0030,PRENTICE,,"(returning with a document) I’ve been aware of them for some time, sir."
S1005535,P005,C0030,PRENTICE,,"No, sir. Her step-mother died recently after a remarkably intimate involvement with Sir Winston Churchill."
S1005537,P005,C0030,PRENTICE,,He appears to have been an unpleasant fellow. He made her mother pregnant at her place of employment.
S1005539,P005,C0030,PRENTICE,,The patient is reticent on the subject.
S1005547,P005,C0030,PRENTICE,,"My wife is talking of my secretary, sir. She’s been missing for some time."
S1005550,P005,C0030,PRENTICE,,"She’s taken my secretary’s name as her ‘nom-de-folie’. Although morally reprehensible, there’s little we can do legally, I’m afraid."
S1005552,P005,C0030,PRENTICE,,"My wife is unfamiliar with the habits of young women, sir. I’ve known many who could vanish into thin air. And some who took a delight in doing so."
S1005554,P005,C0030,PRENTICE,,Yes.
S1005556,P005,C0030,PRENTICE,,She may have done.
S1005566,P005,C0030,PRENTICE,,"It’s a fascinating theory, sir, and cleverly put together. Does it tie in with known facts?"
S1005568,P005,C0030,PRENTICE,,No.
S1005570,P005,C0030,PRENTICE,,No.
S1005572,P005,C0030,PRENTICE,,There’s a perfectly rational explanation for what is taking place. Keep calm. All will be well.
S1005574,P005,C0030,PRENTICE,,"Perhaps there’s a simpler explanation for the apparent complexities of the case, sir."
S1005578,P005,C0030,PRENTICE,,"(his back to her, strangled) Yes. Get me a glass of water."
S1005581,P005,C0030,PRENTICE,,No. I’ll be all right.
S1005583,P005,C0030,PRENTICE,,I wonder if you’d get another glass? That one is quite the wrong shape.
S1005585,P005,C0030,PRENTICE,,Yes.
S1005588,P005,C0030,PRENTICE,,(lifting his hands) Praying.
S1005590,P005,C0030,PRENTICE,,(drinking water) Perhaps he’d call back later. I’m still feeling dicky.
S1005592,P005,C0030,PRENTICE,,Is that why he took to rape?
S1005594,P005,C0030,PRENTICE,,Two decades spent fighting her and a receding hairline! I’ve had just about enough of both.
S1005596,P005,C0030,PRENTICE,,"(shocked) Was it quite wise to do that, sir? Is it in accord with the present enlightened approach to the mentally sick?"
S1005598,P005,C0030,PRENTICE,,And you were his prize pupil?
S1005600,P005,C0030,PRENTICE,,Where are they now?
S1005602,P005,C0030,PRENTICE,,Running them?
S1005606,P005,C0030,PRENTICE,,"(To Dr Rance) A prospective employee, sir. It’s useless to claim that Socialism has had no effect."
S1005610,P005,C0030,PRENTICE,,A spaniel and a miniature poodle.
S1005613,P005,C0030,PRENTICE,,No-don’t do that. Miss Barclay is quite safe. She’s downstairs. I’ve just remembered.
S1005614,P005,C0030,PRENTICE,,It’d slipped my memory.
S1005616,P005,C0030,PRENTICE,,I can’t remember.
S1005618,P005,C0030,PRENTICE,,I may have had a blackout. I don’t recall having one on any other occasion.
S1005620,P005,C0030,PRENTICE,,"I can only state what I know, sir. I can’t be expected to remember things I’ve forgotten."
S1005622,P005,C0030,PRENTICE,,She’s making white golliwogs for sale in colour-prejudice trouble-spots.
S1005625,P005,C0030,PRENTICE,,Yes.
S1005627,P005,C0030,PRENTICE,,I hoped it might promote racial harmony.
S1005629,P005,C0030,PRENTICE,,"(wearily) I’ll get Miss Barclay to carry out your orders, sir."
S1005672,P005,C0030,PRENTICE,,Yes.
S1005674,P005,C0030,PRENTICE,,No. (Pause.) It’s mine.
S1005676,P005,C0030,PRENTICE,,"(quickly, desperate) My private life is my own. Society must not be too harsh in its judgements."
S1005678,P005,C0030,PRENTICE,,I can’t allow you to disturb her. She has work to do.
S1005680,P005,C0030,PRENTICE,,She’s in the garden.
S1005682,P005,C0030,PRENTICE,,She’s making a funeral pyre for the golliwogs. It would be wrong to disturb her.
S1005684,P005,C0030,PRENTICE,,What’ve you told him?
S1005686,P005,C0030,PRENTICE,,"(pouring a drink) You’ve been spreading it around that I’m a transvestite, haven’t you?"
S1005688,P005,C0030,PRENTICE,,Why were you rooting among my books?
S1005690,P005,C0030,PRENTICE,,You’d no right to do that.
S1005692,P005,C0030,PRENTICE,,There’s nothing furtive in my relationship with the editor of The Guardian.
S1005695,P005,C0030,PRENTICE,,Neither am I. It’s impossible and you’re to blame. I should’ve driven you out with ignominy years ago.
S1005698,P005,C0030,PRENTICE,,Who?
S1005700,P005,C0030,PRENTICE,,You don’t know any.
S1005702,P005,C0030,PRENTICE,,"(staring, aghast) You can’t take lovers in Asia! The air fare would be crippling."
S1005705,P005,C0030,PRENTICE,,And your disappointment marred our holiday.
S1005707,P005,C0030,PRENTICE,,"(pulling her round, white with rage) Unless you’re very careful you’ll find yourself in a suitcase awaiting collection!"
S1005712,P005,C0030,PRENTICE,,What’s he talking about?
S1005714,P005,C0030,PRENTICE,,"Oh, the damnable frivolity of the woman! I shall have to turn paederast to get her out of this mess. (He passes a hand across his brow.)"
S1005719,P005,C0030,PRENTICE,,A dress? I’ll take possession of that. (He takes the box from her.)
S1005721,P005,C0030,PRENTICE,,Don’t raise your voice. Take a biscuit from the barrel and retire to your room.
S1005724,P005,C0030,PRENTICE,,"That’s a filthy habit and, in my opinion, very injurious to the health."
S1005726,P005,C0030,PRENTICE,,We have an overall moral policy in this clinic from which even I am not exempt. Whilst you’re with us I shall expect you to show an interest in no one’s sexual organs but your own.
S1005728,P005,C0030,PRENTICE,,That is the object of the exercise.
S1005730,P005,C0030,PRENTICE,,She might be in the dispensary.
S1005734,P005,C0030,PRENTICE,,Ask him to step this way.
S1005737,P005,C0030,PRENTICE,,This paranoia is uncalled-for. The officer has probably called to ask me for the hand of my cook in marriage.
S1005739,P005,C0030,PRENTICE,,Why are you in danger of arrest. You may be quite frank with me.
S1005741,P005,C0030,PRENTICE,,I’m sure you didn’t. Despite all appeaRANCE
S1005743,P005,C0030,PRENTICE,,(with a frown) Was there no mistress in attendance?
S1005745,P005,C0030,PRENTICE,,Did you disturb her?
S1005749,P005,C0030,PRENTICE,,No. I’m obsessed by my own. (He wipes his brow.) We shall be sharing the same cell at this rate.
S1005750,P005,C0030,PRENTICE,,Certainly not! Is that what usually happens when men ask you to take your clothes off?
S1005752,P005,C0030,PRENTICE,,"Five shillings! Good gracious the rate hasn’t changed in thirty years. What can the unions be thinking of? (He puts a hand on Nick’s shoulder.) Come along, strip!"
S1005753,P005,C0030,PRENTICE,,Remarkable. My last secretary couldn’t better you. And she was a descendant of Houdini.
S1005756,P005,C0030,PRENTICE,,I’m carrying out a medical examination.
S1005758,P005,C0030,PRENTICE,,"(smiling, with enormous patience) My investigations upon his clothed body would be strictly ‘unscientific’ and, inevitably, superficial. In order to assure myself that he’s going to be of use to me I must examine him fully. And skinwise."
S1005761,P005,C0030,PRENTICE,,I have an idea. I want you to impersonate my secretary. Her name is Geraldine Barclay. It will solve all our problems if you agree to my request.
S1005764,P005,C0030,PRENTICE,,Shoes! (He puts the bottle down.) One moment!
S1005765,P005,C0030,PRENTICE,,I don’t believe I did. Wait outside.
S1005768,P005,C0030,PRENTICE,,"It’s because I’m very fond of you, my dear."
S1005770,P005,C0030,PRENTICE,,He barged in without so much as a by-your-leave.
S1005772,P005,C0030,PRENTICE,,Yes. (Pause.) My memory isn’t what it was. Tell him I’ll see him now.
S1005776,P005,C0030,PRENTICE,,"(turning, abrupt) Please remain outside. I think I made myself plain."
S1005777,P005,C0030,PRENTICE,,No.
S1005779,P005,C0030,PRENTICE,,(pulls curtains round couch) Hide behind here. Nothing unpleasant will happen. You have my word as a gentleman.
S1005781,P005,C0030,PRENTICE,,That’s a thoroughly defeatist attitude. (He bundles her behind the curtain.)
S1005786,P005,C0030,PRENTICE,,"Excuse my wife’s hysteria, sergeant. A man tried to molest her last night. Her recovery is far from complete."
S1005788,P005,C0030,PRENTICE,,Yes. We shan’t prefer charges.
S1005792,P005,C0030,PRENTICE,,"Well, sergeant, he isn’t on the premises. If he turns up you’ll be informed."
S1005795,P005,C0030,PRENTICE,,(at the desk) Or doubled.
S1005798,P005,C0030,PRENTICE,,(a spasm of anxiety crossing his face) Why do you wish to see Miss Barclay?
S1005800,P005,C0030,PRENTICE,,(pouring whisky) You suspect my secretary of having stolen certain parts of Sir Winston Churchill?
S1005804,P005,C0030,PRENTICE,,His progress without clothing last night was enviable.
S1005805,P005,C0030,PRENTICE,,No.
S1005807,P005,C0030,PRENTICE,,I’ve no idea.
S1005809,P005,C0030,PRENTICE,,It may have been. I can’t remember.
S1005816,P005,C0030,PRENTICE,,My troubles spring from a misguided attempt to seduce you.
S1005817,P005,C0030,PRENTICE,,That’s like ‘open sesame’ – a formula for gaining entRANCE
S1005819,P005,C0030,PRENTICE,,Yes.
S1005821,P005,C0030,PRENTICE,,In the shrubbery. We’ve a naked elf on a birdbath. We often have trouble with peeping-toms.
S1005844,P005,C0030,PRENTICE,,I’m a qualified doctor.
S1005846,P005,C0030,PRENTICE,,Doesn’t that breed discontent in the force?
S1005860,P005,C0030,PRENTICE,,"(turning aside, wringing his hands) This appalling situation is the result of my lax moral code. It’s clean living and Teach Yourself Woodwork for me from now on!"
S1005865,P005,C0030,PRENTICE,,Yes. What this young woman claims is a tissue of lies.
S1005869,P005,C0030,PRENTICE,,"(putting the glass down) You’ll be disappointed, sergeant, if you imagine that boy has lost his virginity."
S1005871,P005,C0030,PRENTICE,,I wished to assure myself of his unquestioning obedience. I give a prize each year. I hope ultimately to tie it in with the Duke of Edinburgh’s Award scheme.
S1005873,P005,C0030,PRENTICE,,I’m not in trouble.
S1005875,P005,C0030,PRENTICE,,Yes. It’s ridiculous. I’m a married man.
S1005877,P005,C0030,PRENTICE,,I’m a respected member of my profession. Your accusation is absurd.
S1005879,P005,C0030,PRENTICE,,The boy has an unsavoury reputation. Last night requires explaining before this morning.
S1005886,P005,C0030,PRENTICE,,You imagine you’ll be safe from acts of indecency in a police station?
S1005888,P005,C0030,PRENTICE,,I wish I shared your optimism.
S1005890,P005,C0030,PRENTICE,,"I’ll do that, sir, as soon as she’s ready to resume her normal duties."
S1005892,P005,C0030,PRENTICE,,"It’s all a dreadful mistake, sir."
S1005894,P005,C0030,PRENTICE,,No!
S1005897,P005,C0030,PRENTICE,,I’m sorry if my statement misled the sergeant. My nerves are on edge.
S1005899,P005,C0030,PRENTICE,,I am a qualified psychiatrist.
S1005902,P005,C0030,PRENTICE,,Unnatural vice can ruin a man.
S1005904,P005,C0030,PRENTICE,,I couldn’t commit the act. I’m a heterosexual.
S1005920,P005,C0030,PRENTICE,,"Keep calm! The situation, though desperate, is by no means lost."
S1005928,P005,C0030,PRENTICE,,"Many men imagine that a preference for women, is ipso facto, a proof of virility."
S1005932,P005,C0030,PRENTICE,,"You’re forcing the boy to undergo a repetition of a traumatic experience, sir. He might go insane."
S1005948,P005,C0030,PRENTICE,,That isn’t possible. Strict security precautions are in force until the patient is recaptured.
S1005950,P005,C0030,PRENTICE,,No.
S1005952,P005,C0030,PRENTICE,,You are the patient.
S1005954,P005,C0030,PRENTICE,,She’s given me no cause for complaint.
S1005956,P005,C0030,PRENTICE,,I see nothing remarkable in that. Mrs PRENTICE
S1005960,P005,C0030,PRENTICE,,Miss Barclay is no more ill than I am.
S1005962,P005,C0030,PRENTICE,,I can’t accept that.
S1005978,P005,C0030,PRENTICE,,Which boy?
S1005984,P005,C0030,PRENTICE,,I’m not a pervert!
S1005986,P005,C0030,PRENTICE,,I’d say the man was a pervert.
S1005988,P005,C0030,PRENTICE,,His name is Gerald Barclay.
S1005989,P005,C0030,PRENTICE,,No.
S1005991,P005,C0030,PRENTICE,,He left an hour ago to resume his duties at the Station Hotel.
S1005993,P005,C0030,PRENTICE,,From what one hears of the Station Hotel the uniform is optional.
S1005997,P005,C0030,PRENTICE,,(upset and angry) I can’t agree to such drastic action. We’ve no evidence of insanity.
S1005999,P005,C0030,PRENTICE,,"I resent your handling of this affair, sir. I shall make my views known to the Commissioners."
S1006001,P005,C0030,PRENTICE,,I’m not mad. It only looks that way.
S1006003,P005,C0030,PRENTICE,,I’m not the Archbishop of Canterbury.
S1006005,P005,C0030,PRENTICE,,Your interpretation of my behaviour is misplaced and erroneous. If anyone borders on lunacy it’s you yourself!
S1006008,P005,C0030,PRENTICE,,He isn’t a boy. He’s a girl.
S1006010,P005,C0030,PRENTICE,,"She isn’t a girl. She’s a boy. (Pouring whisky.) Oh, if I live to be ninety, I’ll never again attempt sexual intercourse."
S1006012,P005,C0030,PRENTICE,,We’d then have to account for the disappeaRANCE
S1006014,P005,C0030,PRENTICE,,When people who don’t exist disappear the account of their departure must be convincing.
S1006015,P005,C0030,PRENTICE,,No.
S1006017,P005,C0030,PRENTICE,,Why?
S1006019,P005,C0030,PRENTICE,,I’ve been too long among the mad to know what sanity is.
S1006022,P005,C0030,PRENTICE,,"(pause, uneasy) The dangers of the cure may outweigh the disease."
S1006024,P005,C0030,PRENTICE,,(looking at the pill-box) What are they?
S1006027,P005,C0030,PRENTICE,,"(to Nick) I’ll get the sergeant to undress. I’m suspected of the offence, I might as well commit it."
S1006029,P005,C0030,PRENTICE,,"A mild tranquillizer wouldn’t harm him, I suppose. You’ll find a box of anti-depressants in my desk."
S1006031,P005,C0030,PRENTICE,,Yes. I’d like you to undress and lie on that couch.
S1006032,P005,C0030,PRENTICE,,Never mind about that. Strip down to your underwear.
S1006033,P005,C0030,PRENTICE,,It’s easy to see why you’ve never been interfered with. You place too many obstacles in the way.
S1006040,P005,C0030,PRENTICE,,He was meddled with.
S1006042,P005,C0030,PRENTICE,,Me.
S1006044,P005,C0030,PRENTICE,,To find out whether his story is true.
S1006046,P005,C0030,PRENTICE,,No. I didn’t feel a thing.
S1006048,P005,C0030,PRENTICE,,He’s just certified the hotel page. He’s putting him in a padded cell.
S1006050,P005,C0030,PRENTICE,,"Remove your trousers, sergeant, and we’ll continue."
S1006052,P005,C0030,PRENTICE,,"The helmet, sergeant!"
S1006053,P005,C0030,PRENTICE,,(to Nick) Where are Miss Barclay’s clothes?
S1006090,P005,C0030,PRENTICE,,(staring about the room) Where can one hide a woman’s dress in a doctor’s consulting-room?
S1006091,P005,C0030,PRENTICE,,The effect of the drug. We find the same process at work in corpses.
S1006093,P005,C0030,PRENTICE,,(wringing his hands) How shall I explain the presence in my garden of the drugged body of a police sergeant?
S1006094,P005,C0030,PRENTICE,,"(with a wail) Oh, if this gets out I’ll be reduced to selling MATCH"
S1006107,P005,C0030,PRENTICE,,Yes. I have an explanation for my conduct.
S1006109,P005,C0030,PRENTICE,,I’ve given her the sack.
S1006111,P005,C0030,PRENTICE,,I haven’t killed anyone!
S1006113,P005,C0030,PRENTICE,,The person my wife saw wasn’t dead. They were asleep.
S1006115,P005,C0030,PRENTICE,,I’m a rationalist.
S1006117,P005,C0030,PRENTICE,,"No, I’m a perfectly normal man."
S1006119,P005,C0030,PRENTICE,,He wasn’t a girl. He was a man.
S1006121,P005,C0030,PRENTICE,,He was a man for all that.
S1006123,P005,C0030,PRENTICE,,Nobody died! The person you saw me with was a policeman who’d taken an overdose of narcotics.
S1006125,P005,C0030,PRENTICE,,He was naked when I found him. The dress was readily to hand.
S1006127,P005,C0030,PRENTICE,,A boy had stolen them.
S1006134,P005,C0030,PRENTICE,,"Is this another of your plots to undermine my reputation for sound judgement, you treacherous harpy?"
S1006137,P005,C0030,PRENTICE,,(swallowing whisky) Miss Barclay isn’t dead!
S1006139,P005,C0030,PRENTICE,,I can’t.
S1006141,P005,C0030,PRENTICE,,You’re wearing her dress. (With a shrug of resignation.) You surprised me this morning making an ill-timed attempt to seduce her.
S1006144,P005,C0030,PRENTICE,,I won’t have you making scandalous allegations in a matter of which you know nothing.
S1006146,P005,C0030,PRENTICE,,That wasn’t a boy. It was a girl.
S1006148,P005,C0030,PRENTICE,,You filthy degenerate! Take your clothes off!
S1006199,P005,C0030,PRENTICE,,Miss Barclay has fallen from the window of the padded cell. When I asked her to undress she became hysterical.
S1006201,P005,C0030,PRENTICE,,(hardly hearing) I want you to co-operate with me in getting things back to normal in this house.
S1006202,P005,C0030,PRENTICE,,It would help me considerably if you’d take your clothes off.
S1006203,P005,C0030,PRENTICE,,"(angry, losing patience) Of course not! That’s a strait-jacket. I won’t be a party to kinky capers. You’ve lived too long at the Station Hotel to know how decent people behave. Now do as I say and undress!"
S1006205,P005,C0030,PRENTICE,,You must lose no time in getting undressed. (He seizes her and attempts to unbutton her uniform.)
S1006207,P005,C0030,PRENTICE,,Who is responsible for these vile stories?
S1006210,P005,C0030,PRENTICE,,(to Geraldine) Give this youth the clothes you’re wearing. (He lifts the dress.) Put this on. (To Nick.) Let the sergeant have his uniform back. When he next passes through we can confiscate my wife’s dress and our problems will be solved.
S1006214,P005,C0030,PRENTICE,,The woman is insatiable.
S1006216,P005,C0030,PRENTICE,,No husband can be expected to give his best at gun-point. (Backing away.)
S1006267,P005,C0030,PRENTICE,,My wife has shot at me. She thinks I’m mad!
S1006270,P005,C0030,PRENTICE,,(to Nick) Put that gun down! (To Dr Rance.) A husband must be allowed to put his wife into a strait-jacket. It’s one of the few pleasures left in modern marriage.
S1006272,P005,C0030,PRENTICE,,Borrow mine.
S1006274,P005,C0030,PRENTICE,,"(waving his gun) Stay where you are, doctor! Your conduct today has been a model of official irresponsibility and bloody-mindedness. I’m going to certify you."
S1006275,P005,C0030,PRENTICE,,I have the weapon. You have the choice. What is it to be? Either madness or death?
S1006277,P005,C0030,PRENTICE,,That isn’t true. The higher reaches of the civil service are recruited entirely from corpses or madmen. Press the alarm!
S1006278,P005,C0030,PRENTICE,,A fitting tribute to the effectiveness of our early warning system.
S1006280,P005,C0030,PRENTICE,,Is this a record for you?
S1006281,P005,C0030,PRENTICE,,How proud your mother must’ve been.
S1006288,P005,C0030,PRENTICE,,This young man is the page-boy from the Station Hotel. He misbehaved himself with my wife. He wasn’t an hallucination when he did that.
S1006290,P005,C0030,PRENTICE,,But Sergeant Match wishes to arrest the young man.
S1006292,P005,C0030,PRENTICE,,(to Dr Rance) The story you’re about to hear is concerned solely with the heart
S1006310,P005,C0030,PRENTICE,,"(weakly, to Dr Rance) You’ll find an inscription on the back of the brooch, sir –"
